period,date,winningNumber
2023298,2023-11-08,3659
2023299,2023-11-09,8083
2023300,2023-11-10,2965
2023301,2023-11-11,0418
2023302,2023-11-12,1616
2023303,2023-11-13,5728
2023304,2023-11-14,7284
2023305,2023-11-15,6791
2023306,2023-11-16,3308
2023307,2023-11-17,9369
2023308,2023-11-18,6195
2023309,2023-11-19,3299
2023310,2023-11-20,4176
2023311,2023-11-21,5839
2023312,2023-11-22,4426
2023313,2023-11-23,4143
2023314,2023-11-24,3550
2023315,2023-11-25,7475
2023316,2023-11-26,2341
2023317,2023-11-27,3970
2023318,2023-11-28,7900
2023319,2023-11-29,9659
2023320,2023-11-30,6977
2023321,2023-12-01,2111
2023322,2023-12-02,1742
2023323,2023-12-03,9455
2023324,2023-12-04,6024
2023325,2023-12-05,7179
2023326,2023-12-06,7901
2023327,2023-12-07,3147
2023328,2023-12-08,8821
2023329,2023-12-09,2895
2023330,2023-12-10,5318
2023331,2023-12-11,4021
2023332,2023-12-12,6672
2023333,2023-12-13,9894
2023334,2023-12-14,5879
2023335,2023-12-15,0473
2023336,2023-12-16,8216
2023337,2023-12-17,8465
2023338,2023-12-18,3801
2023339,2023-12-19,4828
2023340,2023-12-20,0899
2023341,2023-12-21,3415
2023342,2023-12-22,9781
2023343,2023-12-23,7306
2023344,2023-12-24,8017
2023345,2023-12-25,6787
2023346,2023-12-26,2580
2023347,2023-12-27,7421
2023348,2023-12-28,5971
2023349,2023-12-29,9232
2023350,2023-12-30,1979
2023351,2023-12-31,5718
2024001,2024-01-01,4033
2024002,2024-01-02,5444
2024003,2024-01-03,6663
2024004,2024-01-04,6659
2024005,2024-01-05,2594
2024006,2024-01-06,2847
2024007,2024-01-07,8889
2024008,2024-01-08,4050
2024009,2024-01-09,8150
2024010,2024-01-10,2813
2024011,2024-01-11,0808
2024012,2024-01-12,0815
2024013,2024-01-13,9857
2024014,2024-01-14,1877
2024015,2024-01-15,4756
2024016,2024-01-16,7025
2024017,2024-01-17,5555
2024018,2024-01-18,8594
2024019,2024-01-19,3138
2024020,2024-01-20,4065
2024021,2024-01-21,3707
2024022,2024-01-22,1240
2024023,2024-01-23,7934
2024024,2024-01-24,1997
2024025,2024-01-25,3149
2024026,2024-01-26,7510
2024027,2024-01-27,5024
2024028,2024-01-28,2593
2024029,2024-01-29,5754
2024030,2024-01-30,9514
2024031,2024-01-31,6824
2024032,2024-02-01,8052
2024033,2024-02-02,7393
2024034,2024-02-03,0173
2024035,2024-02-04,3065
2024036,2024-02-05,5479
2024037,2024-02-06,9107
2024038,2024-02-07,5294
2024039,2024-02-18,5086
2024040,2024-02-19,5147
2024041,2024-02-20,9055
2024042,2024-02-21,3427
2024043,2024-02-22,2960
2024044,2024-02-23,8852
2024045,2024-02-24,7578
2024046,2024-02-25,7026
2024047,2024-02-26,7608
2024048,2024-02-27,3963
2024049,2024-02-28,6310
2024050,2024-02-29,4959
2024051,2024-03-01,6747
2024052,2024-03-02,9950
2024053,2024-03-03,9582
2024054,2024-03-04,2218
2024055,2024-03-05,1733
2024056,2024-03-06,7883
2024057,2024-03-07,7658
2024058,2024-03-08,0654
2024059,2024-03-09,6297
2024060,2024-03-10,3572
2024061,2024-03-11,2507
2024062,2024-03-12,7845
2024063,2024-03-13,6519
2024064,2024-03-14,1322
2024065,2024-03-15,9037
2024066,2024-03-16,8038
2024067,2024-03-17,5496
2024068,2024-03-18,2398
2024069,2024-03-19,4110
2024070,2024-03-20,8910
2024071,2024-03-21,2582
2024072,2024-03-22,3415
2024073,2024-03-23,5904
2024074,2024-03-24,6295
2024075,2024-03-25,2850
2024076,2024-03-26,9687
2024077,2024-03-27,6268
2024078,2024-03-28,1268
2024079,2024-03-29,8890
2024080,2024-03-30,0126
2024081,2024-03-31,9285
2024082,2024-04-01,5715
2024083,2024-04-02,2321
2024084,2024-04-03,5494
2024085,2024-04-04,4936
2024086,2024-04-05,2783
2024087,2024-04-06,1610
2024088,2024-04-07,8195
2024089,2024-04-08,1170
2024090,2024-04-09,2062
2024091,2024-04-10,1965
2024092,2024-04-11,1504
2024093,2024-04-12,9353
2024094,2024-04-13,2717
2024095,2024-04-14,1754
2024096,2024-04-15,4635
2024097,2024-04-16,8637
2024098,2024-04-17,2470
2024099,2024-04-18,1025
2024100,2024-04-19,1577
2024101,2024-04-20,0307
2024102,2024-04-21,2153
2024103,2024-04-22,5512
2024104,2024-04-23,4742
2024105,2024-04-24,2101
2024106,2024-04-25,5332
2024107,2024-04-26,4993
2024108,2024-04-27,2528
2024109,2024-04-28,2436
2024110,2024-04-29,6290
2024111,2024-04-30,3367
2024112,2024-05-01,2180
2024113,2024-05-02,3450
2024114,2024-05-03,5485
2024115,2024-05-04,6202
2024116,2024-05-05,3484
2024117,2024-05-06,1858
2024118,2024-05-07,7337
2024119,2024-05-08,2553
2024120,2024-05-09,5291
2024121,2024-05-10,5184
2024122,2024-05-11,2463
2024123,2024-05-12,5385
2024124,2024-05-13,8350
2024125,2024-05-14,7068
2024126,2024-05-15,3795
2024127,2024-05-16,7440
2024128,2024-05-17,0178
2024129,2024-05-18,2787
2024130,2024-05-19,1220
2024131,2024-05-20,5714
2024132,2024-05-21,6044
2024133,2024-05-22,2812
2024134,2024-05-23,6607
2024135,2024-05-24,8916
2024136,2024-05-25,0628
2024137,2024-05-26,1287
2024138,2024-05-27,9975
2024139,2024-05-28,5369
2024140,2024-05-29,5208
2024141,2024-05-30,8043
2024142,2024-05-31,4263
2024143,2024-06-01,1850
2024144,2024-06-02,1478
2024145,2024-06-03,2057
2024146,2024-06-04,9919
2024147,2024-06-05,5587
2024148,2024-06-06,3430
2024149,2024-06-07,6761
2024150,2024-06-08,1290
2024151,2024-06-09,9003
2024152,2024-06-10,9364
2024153,2024-06-11,3895
2024154,2024-06-12,9835
2024155,2024-06-13,8897
2024156,2024-06-14,1724
2024157,2024-06-15,2113
2024158,2024-06-16,6064
2024159,2024-06-17,4306
2024160,2024-06-18,4255
2024161,2024-06-19,6494
2024162,2024-06-20,3204
2024163,2024-06-21,5146
2024164,2024-06-22,0067
2024165,2024-06-23,9329
2024166,2024-06-24,4795
2024167,2024-06-25,5076
2024168,2024-06-26,5414
2024169,2024-06-27,7593
2024170,2024-06-28,0317
2024171,2024-06-29,0707
2024172,2024-06-30,4005
2024173,2024-07-01,6588
2024174,2024-07-02,1918
2024175,2024-07-03,1950
2024176,2024-07-04,9325
2024177,2024-07-05,5798
2024178,2024-07-06,6634
2024179,2024-07-07,5354
2024180,2024-07-08,2154
2024181,2024-07-09,3239
2024182,2024-07-10,2824
2024183,2024-07-11,5009
2024184,2024-07-12,7304
2024185,2024-07-13,8849
2024186,2024-07-14,3673
2024187,2024-07-15,8835
2024188,2024-07-16,0244
2024189,2024-07-17,7932
2024190,2024-07-18,6449
2024191,2024-07-19,4392
2024192,2024-07-20,3407
2024193,2024-07-21,0062
2024194,2024-07-22,0789
2024195,2024-07-23,5170
2024196,2024-07-24,5390
2024197,2024-07-25,1056
2024198,2024-07-26,5500
2024199,2024-07-27,5581
2024200,2024-07-28,3807
2024201,2024-07-29,5152
2024202,2024-07-30,1870
2024203,2024-07-31,5926
2024204,2024-08-01,0479
2024205,2024-08-02,2416
2024206,2024-08-03,4466
2024207,2024-08-04,9820
2024208,2024-08-05,9737
2024209,2024-08-06,5355
2024210,2024-08-07,2859
2024211,2024-08-08,6497
2024212,2024-08-09,7270
2024213,2024-08-10,7346
2024214,2024-08-11,1453
2024215,2024-08-12,8775
2024216,2024-08-13,8483
2024217,2024-08-14,1110
2024218,2024-08-15,2917
2024219,2024-08-16,9717
2024220,2024-08-17,7241
2024221,2024-08-18,5005
2024222,2024-08-19,9933
2024223,2024-08-20,5491
2024224,2024-08-21,8352
2024225,2024-08-22,7586
2024226,2024-08-23,2323
2024227,2024-08-24,9951
2024228,2024-08-25,2741
2024229,2024-08-26,9261
2024230,2024-08-27,0883
2024231,2024-08-28,6964
2024232,2024-08-29,2976
2024233,2024-08-30,4984
2024234,2024-08-31,2759
2024235,2024-09-01,9541
2024236,2024-09-02,3769
2024237,2024-09-03,3568
2024238,2024-09-04,4306
2024239,2024-09-05,1684
2024240,2024-09-06,8152
2024241,2024-09-07,0639
2024242,2024-09-08,1889
2024243,2024-09-09,9163
2024244,2024-09-10,3689
2024245,2024-09-11,1849
2024246,2024-09-12,8164
2024247,2024-09-13,4348
2024248,2024-09-14,9543
2024249,2024-09-15,1983
2024250,2024-09-16,6069
2024251,2024-09-17,3562
2024252,2024-09-18,7005
2024253,2024-09-19,1483
2024254,2024-09-20,4231
2024255,2024-09-21,1558
2024256,2024-09-22,5491
2024257,2024-09-23,0086
2024258,2024-09-24,6905
2024259,2024-09-25,4446
2024260,2024-09-26,5232
2024261,2024-09-27,1959
2024262,2024-09-28,2164
2024263,2024-09-29,4048
2024264,2024-09-30,3473
2024265,2024-10-05,7010
2024266,2024-10-06,1434
2024267,2024-10-07,8417
2024268,2024-10-08,8313
2024269,2024-10-09,3243
2024270,2024-10-10,8016
2024271,2024-10-11,3957
2024272,2024-10-12,4369
2024273,2024-10-13,8123
2024274,2024-10-14,2748
2024275,2024-10-15,6813
2024276,2024-10-16,0887
2024277,2024-10-17,6236
2024278,2024-10-18,1344
2024279,2024-10-19,8867
2024280,2024-10-20,8597
2024281,2024-10-21,4650
2024282,2024-10-22,9055
2024283,2024-10-23,2855
2024284,2024-10-24,0346
2024285,2024-10-25,3474
2024286,2024-10-26,1567
2024287,2024-10-27,9456
2024288,2024-10-28,8109
2024289,2024-10-29,0064
2024290,2024-10-30,0044
2024291,2024-10-31,3404
2024292,2024-11-01,0300
2024293,2024-11-02,0448
2024294,2024-11-03,7019
2024295,2024-11-04,5525
2024296,2024-11-05,8980
2024297,2024-11-06,0371
2024298,2024-11-07,6808
2024299,2024-11-08,5810
2024300,2024-11-09,9333
2024301,2024-11-10,8773
2024302,2024-11-11,3980
2024303,2024-11-12,2019
2024304,2024-11-13,4253
2024305,2024-11-14,8418
2024306,2024-11-15,5088
2024307,2024-11-16,5821
2024308,2024-11-17,8439
2024309,2024-11-18,4830
2024310,2024-11-19,7189
2024311,2024-11-20,5331
2024312,2024-11-21,4132
2024313,2024-11-22,4711
2024314,2024-11-23,0802
2024315,2024-11-24,0711
2024316,2024-11-25,3327
2024317,2024-11-26,3557
2024318,2024-11-27,2439
2024319,2024-11-28,7933
2024320,2024-11-29,8634
2024321,2024-11-30,0500
2024322,2024-12-01,6785
2024323,2024-12-02,9147
2024324,2024-12-03,6301
2024325,2024-12-04,0230
2024326,2024-12-05,2570
2024327,2024-12-06,1342
2024328,2024-12-07,1250
2024329,2024-12-08,1478
2024330,2024-12-09,8113
2024331,2024-12-10,7122
2024332,2024-12-11,6795
2024333,2024-12-12,8485
2024334,2024-12-13,7468
2024335,2024-12-14,4990
2024336,2024-12-15,2496
2024337,2024-12-16,1725
2024338,2024-12-17,1555
2024339,2024-12-18,9186
2024340,2024-12-19,0317
2024341,2024-12-20,6534
2024342,2024-12-21,0848
2024343,2024-12-22,4811
2024344,2024-12-23,5461
2024345,2024-12-24,6203
2024346,2024-12-25,6772
2024347,2024-12-26,8934
2024348,2024-12-27,1920
2024349,2024-12-28,9073
2024350,2024-12-29,2204
2024351,2024-12-30,7888
2024352,2024-12-31,6918
2025001,2025-01-01,1233
2025002,2025-01-02,9006
2025003,2025-01-03,1684
2025004,2025-01-04,3518
2025005,2025-01-05,6177
2025006,2025-01-06,6569
2025007,2025-01-07,3621
2025008,2025-01-08,1280
2025009,2025-01-09,8060
2025010,2025-01-10,1432
2025011,2025-01-11,0274
2025012,2025-01-12,4716
2025013,2025-01-13,9780
2025014,2025-01-14,5087
2025015,2025-01-15,3987
2025016,2025-01-16,9635
2025017,2025-01-17,9569
2025018,2025-01-18,2925
2025019,2025-01-19,7342
2025020,2025-01-20,1597
2025021,2025-01-21,3465
2025022,2025-01-22,4840
2025023,2025-01-23,7880
2025024,2025-01-24,2285
2025025,2025-01-25,6775
2025026,2025-01-26,3463
2025027,2025-02-06,0487
2025028,2025-02-07,8223
2025029,2025-02-08,4894
2025030,2025-02-09,2971
2025031,2025-02-10,5134
2025032,2025-02-11,3927
2025033,2025-02-12,9345
2025034,2025-02-13,3091
2025035,2025-02-14,8497
2025036,2025-02-15,5210
2025037,2025-02-16,5788
2025038,2025-02-17,3661
2025039,2025-02-18,5886
2025040,2025-02-19,8752
2025041,2025-02-20,9162
2025042,2025-02-21,6755
2025043,2025-02-22,5522
2025044,2025-02-23,8057
2025045,2025-02-24,7229
2025046,2025-02-25,3725
2025047,2025-02-26,8062
2025048,2025-02-27,5704
2025049,2025-02-28,0373
2025050,2025-03-01,5705
2025051,2025-03-02,9736
2025052,2025-03-03,3372
2025053,2025-03-04,8993
2025054,2025-03-05,3844
2025055,2025-03-06,9164
2025056,2025-03-07,7161
2025057,2025-03-08,7654
2025058,2025-03-09,6729
2025059,2025-03-10,7712
2025060,2025-03-11,7933
2025061,2025-03-12,4904
2025062,2025-03-13,2571
2025063,2025-03-14,4667
2025064,2025-03-15,6564
2025065,2025-03-16,9903
2025066,2025-03-17,1846
2025067,2025-03-18,6716
2025068,2025-03-19,9756
2025069,2025-03-20,9341
2025070,2025-03-21,7711
2025071,2025-03-22,4628
2025072,2025-03-23,9359
2025073,2025-03-24,1329
2025074,2025-03-25,1796
2025075,2025-03-26,7437
2025076,2025-03-27,4075
2025077,2025-03-28,4257
2025078,2025-03-29,1134
2025079,2025-03-30,2967
2025080,2025-03-31,7386
2025081,2025-04-01,7668
2025082,2025-04-02,3445
2025083,2025-04-03,5939
2025084,2025-04-04,3047
2025085,2025-04-05,3532
2025086,2025-04-06,6344
2025087,2025-04-07,8457
2025088,2025-04-08,2223
2025089,2025-04-09,2088
2025090,2025-04-10,9934
2025091,2025-04-11,8300
2025092,2025-04-12,7219
2025093,2025-04-13,4322
2025094,2025-04-14,5340
2025095,2025-04-15,6727
2025096,2025-04-16,9487
2025097,2025-04-17,1716
2025098,2025-04-18,1927
2025099,2025-04-19,1745
2025100,2025-04-20,9970
2025101,2025-04-21,9115
2025102,2025-04-22,2334
2025103,2025-04-23,4714
2025104,2025-04-24,1449
2025105,2025-04-25,0849
2025106,2025-04-26,0767
2025107,2025-04-27,7262
2025108,2025-04-28,8774
2025109,2025-04-29,6197
2025110,2025-04-30,1165
2025111,2025-05-01,5888
2025112,2025-05-02,4838
2025113,2025-05-03,0297
2025114,2025-05-04,1924
2025115,2025-05-05,8474
2025116,2025-05-06,3604
2025117,2025-05-07,1701
2025118,2025-05-08,2558
2025119,2025-05-09,7030
2025120,2025-05-10,4015
2025121,2025-05-11,4249
2025122,2025-05-12,0304
2025123,2025-05-13,8423
2025124,2025-05-14,5279
2025125,2025-05-15,6277
2025126,2025-05-16,1848
2025127,2025-05-17,4929
2025128,2025-05-18,8704
2025129,2025-05-19,1894
2025130,2025-05-20,0685
2025131,2025-05-21,3672
2025132,2025-05-22,2755
2025133,2025-05-23,8660
2025134,2025-05-24,5101
2025135,2025-05-25,8169
2025136,2025-05-26,3244
2025137,2025-05-27,7211
2025138,2025-05-28,8956
2025139,2025-05-29,1557
2025140,2025-05-30,2676
2025141,2025-05-31,4750
2025142,2025-06-01,3430
2025143,2025-06-02,9444
2025144,2025-06-03,3899
2025145,2025-06-04,4715
2025146,2025-06-05,8224
2025147,2025-06-06,0230
2025148,2025-06-07,5570
2025149,2025-06-08,7729
2025150,2025-06-09,2123
2025151,2025-06-10,6864
2025152,2025-06-11,7470
2025153,2025-06-12,8945
2025154,2025-06-13,9896
2025155,2025-06-14,0401
2025156,2025-06-15,6380
2025157,2025-06-16,2509
2025158,2025-06-17,8827
2025159,2025-06-18,2741
2025160,2025-06-19,1715
2025161,2025-06-20,2488
2025162,2025-06-21,3174
2025163,2025-06-22,7662
2025164,2025-06-23,5191
2025165,2025-06-24,1032
2025166,2025-06-25,6966
2025167,2025-06-26,2674
2025168,2025-06-27,2032
2025169,2025-06-28,6993
2025170,2025-06-29,5024
2025171,2025-06-30,1052
2025172,2025-07-01,7245
2025173,2025-07-02,6736
2025174,2025-07-03,1313
2025175,2025-07-04,4133
2025176,2025-07-05,9494
2025177,2025-07-06,9779
2025178,2025-07-07,7143
2025179,2025-07-08,9721
2025180,2025-07-09,8895
2025181,2025-07-10,8945
2025182,2025-07-11,7214
2025183,2025-07-12,1775
2025184,2025-07-13,2218
2025185,2025-07-14,3087
2025186,2025-07-15,5142
2025187,2025-07-16,6416
2025188,2025-07-17,6237
2025189,2025-07-18,5565
2025190,2025-07-19,4997
2025191,2025-07-20,6694
2025192,2025-07-21,6835
2025193,2025-07-22,2654
2025194,2025-07-23,2703
2025195,2025-07-24,2109
2025196,2025-07-25,9414
2025197,2025-07-26,8692
2025198,2025-07-27,7178
2025199,2025-07-28,4859
2025200,2025-07-29,2112
2025201,2025-07-30,4013
2025202,2025-07-31,2537
2025203,2025-08-01,7351
2025204,2025-08-02,8307
2025205,2025-08-03,7832
2025206,2025-08-04,6053
2025207,2025-08-05,1545
2025208,2025-08-06,3094
2025209,2025-08-07,9214
2025210,2025-08-08,6222
2025211,2025-08-09,0509
2025212,2025-08-10,2235
2025213,2025-08-11,8685
2025214,2025-08-12,1766
2025215,2025-08-13,6959
2025216,2025-08-14,4106
2025217,2025-08-15,2420
2025218,2025-08-16,3078
2025219,2025-08-17,7849
2025220,2025-08-18,3532
2025221,2025-08-19,7917
2025222,2025-08-20,6608
2025223,2025-08-21,7950
2025224,2025-08-22,0219
2025225,2025-08-23,0090
2025226,2025-08-24,3732
2025227,2025-08-25,4539
2025228,2025-08-26,1646
2025229,2025-08-27,1230
2025230,2025-08-28,1780
2025231,2025-08-29,2585
2025232,2025-08-30,3976
2025233,2025-08-31,1439
2025234,2025-09-01,2825
2025235,2025-09-02,3214
2025236,2025-09-03,1511
2025237,2025-09-04,7133
2025238,2025-09-05,7545
2025239,2025-09-06,2201
2025240,2025-09-07,6276
2025241,2025-09-08,2863
2025242,2025-09-09,5239
2025243,2025-09-10,8128
2025244,2025-09-11,7586
2025245,2025-09-12,9949
2025246,2025-09-13,2076
2025247,2025-09-14,3642
2025248,2025-09-15,9838
2025249,2025-09-16,5320
2025250,2025-09-17,1780
2025251,2025-09-18,5585
2025252,2025-09-19,1905
2025253,2025-09-20,6930
2025254,2025-09-21,6288
2025255,2025-09-22,5832
2025256,2025-09-23,7977
2025257,2025-09-24,5615
2025258,2025-09-25,0386
2025259,2025-09-26,4209
2025260,2025-09-27,5145
2025261,2025-09-28,8775
2025262,2025-09-29,5126
2025263,2025-09-30,1480
2025264,2025-10-05,2020
2025265,2025-10-06,2814
2025266,2025-10-07,7425
2025267,2025-10-08,8561
2025268,2025-10-09,3213
2025269,2025-10-10,8750
2025270,2025-10-11,0182
2025271,2025-10-12,8985
2025272,2025-10-13,7674
2025273,2025-10-14,4173
2025274,2025-10-15,7877
2025275,2025-10-16,1507
2025276,2025-10-17,9826
2025277,2025-10-18,4322
2025278,2025-10-19,6278
2025279,2025-10-20,3757
2025280,2025-10-21,5393
2025281,2025-10-22,7079
2025282,2025-10-23,0969
2025283,2025-10-24,0578
2025284,2025-10-25,2473
2025285,2025-10-26,9053
2025286,2025-10-27,6410
2025287,2025-10-28,1803
2025288,2025-10-29,5042
2025289,2025-10-30,6856
2025290,2025-10-31,1251
2025291,2025-11-01,9485
2025292,2025-11-02,6735
2025293,2025-11-03,0944
2025294,2025-11-04,9944
2025295,2025-11-05,1245
2025296,2025-11-06,0523
2025297,2025-11-07,4538
2025298,2025-11-08,1412
2025299,2025-11-09,3009
2025300,2025-11-10,8430
2025301,2025-11-11,5820
2025302,2025-11-12,0163
2025303,2025-11-13,9438
2025304,2025-11-14,0791
2025305,2025-11-15,4974
2025306,2025-11-16,1786
2025307,2025-11-17,6181
2025308,2025-11-18,2346
2025309,2025-11-19,5272
2025310,2025-11-20,0165
2025311,2025-11-21,1145
2025312,2025-11-22,1095
2025313,2025-11-23,4455
2025314,2025-11-24,8024
2025315,2025-11-25,9736
2025316,2025-11-26,9181
2025317,2025-11-27,7566
2025318,2025-11-28,4384
2025319,2025-11-29,8655
2025320,2025-11-30,7256
2025321,2025-12-01,5680
2025322,2025-12-02,1483
2025323,2025-12-03,6871
2025324,2025-12-04,5139
2025325,2025-12-05,8360
2025326,2025-12-06,0451
2025327,2025-12-07,8292
2025328,2025-12-08,8251
2025329,2025-12-09,3709
2025330,2025-12-10,5945
2025331,2025-12-11,9809
2025332,2025-12-12,9394
2025333,2025-12-13,9610
2025334,2025-12-14,5833
2025335,2025-12-15,2764
2025336,2025-12-16,4126
2025337,2025-12-17,5543
2025338,2025-12-18,1646
2025339,2025-12-19,9004
2025340,2025-12-20,2556
2025341,2025-12-21,8175
2025342,2025-12-22,0792
2025343,2025-12-23,0125
2025344,2025-12-24,4957
2025345,2025-12-25,4319
2025346,2025-12-26,8260
2025347,2025-12-27,6956
2025348,2025-12-28,3731
2025349,2025-12-29,0322
2025350,2025-12-30,6734
2025351,2025-12-31,6172
2026001,2026-01-01,8301
2026002,2026-01-02,6892
2026003,2026-01-03,0868
2026004,2026-01-04,8788
2026005,2026-01-05,0616
2026006,2026-01-06,7188
2026007,2026-01-07,1266
2026008,2026-01-08,5096
2026009,2026-01-09,2482
2026010,2026-01-10,9203
2026011,2026-01-11,0306
2026012,2026-01-12,5220
2026013,2026-01-13,4778
2026014,2026-01-14,8338
2026015,2026-01-15,2024
2026016,2026-01-16,2159
2026017,2026-01-17,1128
2026018,2026-01-18,8963
2026019,2026-01-19,8489
2026020,2026-01-20,0958
2026021,2026-01-21,2630
2026022,2026-01-22,2550
2026023,2026-01-23,4952
2026024,2026-01-24,2683
2026025,2026-01-25,1811
2026026,2026-01-26,2914
2026027,2026-01-27,0840
2026028,2026-01-28,4999
2026029,2026-01-29,6137
2026030,2026-01-30,8115
2026031,2026-01-31,7869
2026032,2026-02-01,7307
2026033,2026-02-02,1413
2026034,2026-02-03,2169
2026035,2026-02-04,7170
2026036,2026-02-05,7882
2026037,2026-02-06,7245
2026038,2026-02-07,7898
2026039,2026-02-08,8528
2026040,2026-02-09,0097
2026041,2026-02-10,6396
2026042,2026-02-11,7952
2026043,2026-02-12,1792
2026044,2026-02-13,0516
